Program,Exception Type,Code
HIQPVHE.COB,Missing variable referrence,  |            CALL WS-EPSPALT-DBAM USING GN                                    
HIQPVHE.COB,Missing variable referrence,  |               CALL WS-EPSSBAD-DBAM USING DLI-FUNC                           
HIQPVHE.COB,Missing variable referrence,  |               CALL WS-EPSBADD-DBAM USING DLI-FUNC                           
HIQPVIA,Missing copybook,US1680     COPY EPSPARMD.                                                       
HIQPVIA,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHR,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHR,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPRCQS,Missing copybook,           COPY DLIUIB.                                                 01590000
HIQPVPC,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVPC,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVPC.COB,Missing variable referrence,     |        CALL  WS-EPSSNTSR-DBAM USING   GU                                 
HIQPVPC.COB,Missing variable referrence,     |        CALL  WS-EPSNTSR-DBAM USING    GU                                 
HIQPVPC.COB,Missing variable referrence,  |           CALL  WS-EPSSNEAD-DBAM USING   GN                                 
HIQPVPC.COB,Missing variable referrence,  |           CALL  WS-EPSNEAD-DBAM USING    GN                                 
HIQINSQ.COB,Missing variable referrence,           CALL WGMGRIOS-PGM-NAME       USING                                   
HIQPVPV,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVPV,Missing copybook,US2519     COPY EPSPARMS.                                               00034710
HIQPVPA,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVPA,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHGS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHGS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING    GU-FUNC                             
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU-FUNC                            
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING     GN-FUNC                            
HIQPVHGS.COB,Missing variable referrence,US2404        CALL WS-EPSHALT-DBAM USING     GN-FUNC                            
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING     GU-FUNC                            
HIQPVHGS.COB,Missing variable referrence,US2404         CALL WS-EPSHSIT-DBAM USING     GU-FUNC                           
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSHIN-DBAM USING     GU-FUNC                            
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSHINS-DBAM USING     GU-FUNC                            
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSHIN-DBAM USING     GN-FUNC                            
HIQPVHGS.COB,Missing variable referrence,US2404        CALL WS-EPSHINS-DBAM USING     GN-FUNC                            
HIQPVHGS.COB,Missing variable referrence,  |           CALL WS-EPSSIPR-DBAM USING     GU-FUNC                            
HIQPVHGS.COB,Missing variable referrence,US2404        CALL WS-EPSIPRF-DBAM USING     GU-FUNC                            
HIQPVHP,Missing copybook,       COPY EPSPVHPD.                                                           
HIQPVHP,Missing copybook,       COPY EPSPVHPK.                                                           
HIQPVHP,Missing copybook,       COPY EPSPVHPC.                                                           
HIQPVHP,Missing copybook,           COPY EPSPARMD.                                                       
HIQPVHP,Missing copybook,           COPY EPSPARMS.                                                       
HIQPVHP.COB,Missing variable referrence,              CALL EPSPVHPD-PGM-NAME                                            
HIQPVHP.COB,Missing variable referrence,              CALL EPSPVHPD-PGM-NAME                                            
HIQPVIT,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVIT,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHG,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHG,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHG.COB,Missing variable referrence,  |         CALL HIQPVHGD-PGM-NAME   USING                                      
HIQPVIAS,Missing copybook,US2519     COPY EPSPARMD.                                                       
HIQPVIAS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVIAS,Missing copybook,         COPY EPSXINMD.                                                         
HIQPVIAS,Missing copybook,         COPY EPSXINMK.                                                         
HIQPVIAS,Missing copybook,         COPY EPSXINMC.                                                         
HIQPVIAS,Missing copybook,              COPY EPSXINMP.                                                    
HIQPVIAS.COB,Missing variable referrence,              CALL EPSSXINMD-PGM-NAME USING EPSXINMD-PARM-LIST                  
HIQPVITS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVITS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVITS.COB,Missing variable referrence,  |           CALL WS-EPSSBPR-DBAM USING  GU-FUNC                               
HIQPVITS.COB,Missing variable referrence,              CALL WS-EPSBPRF-DBAM USING  GU-FUNC                               
HIQPVITS.COB,Missing variable referrence,|                    CALL WS-EPSSVITS-DBAM USING FUNC-CODE                      
HIQPVITS.COB,Missing variable referrence,  |            CALL WS-EPSSBIIN-DBAM USING GN-FUNC                              
HIQPVITS.COB,Missing variable referrence,              CALL WS-EPSBIIN-DBAM USING  GN-FUNC                               
HIQPVITS.COB,Missing variable referrence,  |           CALL  WS-EPSSIOW-DBAM USING GNP-FUNC                              
HIQPVITS.COB,Missing variable referrence,              CALL  WS-EPSIOWN-DBAM USING GNP-FUNC                              
HIQPVITS.COB,Missing variable referrence,  |           CALL WS-EPSSIOW-DBAM USING  GNP-FUNC                              
HIQPVITS.COB,Missing variable referrence,              CALL WS-EPSIOWN-DBAM USING    GNP-FUNC                            
HIQPVITS.COB,Missing variable referrence,  |           CALL WS-EPSSIAD-DBAM USING  GNP-FUNC                              
HIQPVITS.COB,Missing variable referrence,              CALL WS-EPSIADR-DBAM USING  GNP-FUNC                              
HIQPVITS.COB,Missing variable referrence,  |           CALL WS-EPSSBIIN-DBAM USING GU-FUNC                               
HIQPVITS.COB,Missing variable referrence,             CALL WS-EPSBIIN-DBAM USING   GU-FUNC                               
HIQPVHF,Missing copybook,US3740     COPY  EPSPVHFK.                                                      
HIQPVHF,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHF,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHF.COB,Missing variable referrence,  |           CALL WS-EPSSHTX-DBAM USING  GN                                    
HIQPVHF.COB,Missing variable referrence,  |           CALL WS-EPSHTAX-DBAM USING  GN                                    
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSSBPR-DBAM USING GU                                 
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSBPRF-DBAM USING GU                                 
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSSBCN-DBAM USING GN                                 
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSBCON-DBAM USING GN                                 
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSSHAD-DBAM USING GNP                                
HIQPVHF.COB,Missing variable referrence,  |               CALL WS-EPSHADR-DBAM USING GNP                                
HIQPVHF.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING GU                                    
HIQPVHF.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING GU                                    
HIQPVHF.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING DLI-FUNC                              
HIQPVHF.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING DLI-FUNC                              
HIQPVHF.COB,Missing variable referrence,  |           CALL WS-EPSSBHM-DBAM USING GNP                                    
HIQPVHF.COB,Missing variable referrence,  |           CALL WS-EPSBHMO-DBAM USING GNP                                    
HIQPVHRS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHRS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHRS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING     GU                                 
HIQPVHRS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU                                 
HIQPVHRS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING     GN                                 
HIQPVHRS.COB,Missing variable referrence,  |           CALL WS-EPSHALT-DBAM USING     GN                                 
HIQPVHRS.COB,Missing variable referrence,  |            CALL WS-EPSSHST-DBAM USING    GU                                 
HIQPVHRS.COB,Missing variable referrence,  |            CALL WS-EPSHSIT-DBAM USING    GU                                 
HIQPVHRS.COB,Missing variable referrence,  |           CALL  WS-EPSSHRL-DBAM USING    DLI-FUNC                           
HIQPVHRS.COB,Missing variable referrence,  |           CALL  WS-EPSHROL-DBAM USING    DLI-FUNC                           
HIQPVTAC,Missing copybook,           COPY EPSPARMD.                                                       
HIQPVTAC,Missing copybook,US2783     COPY EPSPARMS.                                                       
HIQPVTAC,Missing copybook,          COPY EPSPCTAD.                                                        
HIQPVTAC,Missing copybook,          COPY EPSPCTAK.                                                        
HIQPVTAC,Missing copybook,          COPY EPSPCTAO.                                                        
HIQPVTAC.COB,Missing variable referrence,  |           CALL WS-EPSSIPR-DBAM  USING GU-FUNC                               
HIQPVTAC.COB,Missing variable referrence,              CALL WS-EPSIPRF-DBAM  USING GU-FUNC                               
HIQPVTAC.COB,Missing variable referrence,  |           CALL WS-EPSSICN-DBAM  USING GNP-FUNC                              
HIQPVTAC.COB,Missing variable referrence,              CALL WS-EPSICON-DBAM  USING GNP-FUNC                              
HIQPVIQX,Missing copybook,US1680     COPY EPSPARMD.                                                       
HIQPVIQX,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIPR-DBAM USING  GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,US1680      CALL WS-EPSIPRF-DBAM USING    GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIAD-DBAM USING  GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,US1680      CALL WS-EPSIADR-DBAM    USING GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIOW-DBAM USING  GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,US1680      CALL WS-EPSIOWN-DBAM USING    GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIAU-DBAM USING  GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,US1680     CALL  WS-EPSIAUD-DBAM USING    GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIOW-DBAM USING  GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,US1929      CALL WS-EPSIOWN-DBAM USING    GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSICN-DBAM USING  GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,US1680     CALL  WS-EPSICON-DBAM USING    GNP-FUNC                              
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIPR-DBAM USING  GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,US1680     CALL WS-EPSIPRF-DBAM USING     GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,  |            CALL WS-EPSSIAL-DBAM USING GN-FUNC                               
HIQPVIQX.COB,Missing variable referrence,US1680     CALL WS-EPSIALT-DBAM USING     GN-FUNC                               
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSNOTE-DBAM USING GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,US1680     CALL WS-EPSNOTE-DBAM USING     GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,  |           CALL WS-EPSSIPR-DBAM USING  GU-FUNC                               
HIQPVIQX.COB,Missing variable referrence,US1680      CALL WS-EPSIPRF-DBAM USING    GU-FUNC                               
HIQPVHLS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHLS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING  GU-FUNC                               
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU-FUNC                            
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING  GN-FUNC                               
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHALT-DBAM USING     GN-FUNC                            
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING  GU-FUNC                               
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU-FUNC                            
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHSV-DBAM USING  GNP-FUNC                              
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHSVC-DBAM USING     GNP-FUNC                           
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHSB-DBAM USING  GN-FUNC                               
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHSTB-DBAM USING     GN-FUNC                            
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSSHSB-DBAM USING  GU-FUNC                               
HIQPVHLS.COB,Missing variable referrence,  |           CALL WS-EPSHSTB-DBAM USING     GU-FUNC                            
HIQPVHUS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHUS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL WS-EPSSHTX-DBAM   USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL WS-EPSHTAX-DBAM   USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL WS-EPSSBCN-DBAM   USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL WS-EPSBCON-DBAM   USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL   WS-EPSSBHM-DBAM USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL   WS-EPSBHMO-DBAM USING   DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL    WS-EPSSHAD-DBAM USING  DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL    WS-EPSHADR-DBAM USING  DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,US2404        CALL     WS-EPSSBAD-DBAM USING DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL     WS-EPSBADD-DBAM USING DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSHLC-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSHLIC-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSPPR-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSPPRF-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSBAD-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSBADR-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSBPR-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSBPRF-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSSBLC-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |           CALL  WS-EPSBLIC-DBAM USING    DLI-FUNC-I                         
HIQPVHUS.COB,Missing variable referrence,  |               CALL  WS-EPSSBAD-DBAM USING    DLI-FUNC-I                     
HIQPVHUS.COB,Missing variable referrence,  |               CALL  WS-EPSBADD-DBAM USING    DLI-FUNC-I                     
HIQPVBA,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVBA,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVBA.COB,Missing variable referrence,  |           CALL WS-EPSSBPR-DBAM USING     GU                                 
HIQPVBA.COB,Missing variable referrence,  |           CALL WS-EPSBPRF-DBAM USING     GU                                 
HIQPVBA.COB,Missing variable referrence,  |           CALL WS-EPSSBAL-DBAM USING     GN                                 
HIQPVBA.COB,Missing variable referrence,  |           CALL WS-EPSBALT-DBAM USING     GN                                 
HIQPVBA.COB,Missing variable referrence,  |           CALL  WS-EPSSBPR-DBAM USING    GU                                 
HIQPVBA.COB,Missing variable referrence,  |           CALL  WS-EPSBPRF-DBAM USING    GU                                 
HIQHTLNS,Missing copybook,US2301     COPY EPSPARMD.                                                       
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSBPRF-DBAM USING     GU                                    
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSBALT-DBAM USING     GNP                                   
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSBPRF-DBAM USING     GU                                    
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSBLIC-DBAM USING     GNP                                   
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSPPRF-DBAM USING     GU                                    
HIQHTLNS.COB,Missing variable referrence,  |        CALL WS-EPSPALT-DBAM USING     GNP                                   
HIQHPAXS,Missing copybook,US2353     COPY EPSPARMD.                                                       
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSBPRF-DBAM USING     GU                                    
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSBALT-DBAM USING     GNP                                   
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSPPRF-DBAM USING     GU                                    
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSPALT-DBAM USING     GNP                                   
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSIPRF-DBAM USING     GU                                    
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSIALT-DBAM USING     GNP                                   
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSHSIT-DBAM USING     GU                                    
HIQHPAXS.COB,Missing variable referrence,  |        CALL WS-EPSHALT-DBAM USING     GNP                                   
HIQPVHTS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHTS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHTS.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING    DLI-FUNC                           
HIQPVHTS.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING    DLI-FUNC                           
HIQPVHTS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING     GU                                 
HIQPVHTS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU                                 
HIQPVHTS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING     GN                                 
HIQPVHTS.COB,Missing variable referrence,  |           CALL WS-EPSHALT-DBAM USING     GN                                 
HIQPVHTS.COB,Missing variable referrence,  |           CALL  WS-EPSSHSP-DBAM USING    DLI-FUNC                           
HIQPVHTS.COB,Missing variable referrence,  |           CALL  WS-EPSHSPD-DBAM USING    DLI-FUNC                           
HIQPVAK,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVAK,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPRCQ.COB,Missing variable referrence,           CALL WGMGRIOS-PGM-NAME       USING                                   
HIQZIPQ.COB,Missing variable referrence,           CALL WGMDTFMS-PGM-NAME                                               
HIQPVBK,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVBK,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVBK.COB,Missing variable referrence,  |           CALL  WS-EPSSBPR-DBAM USING    GU                                 
HIQPVBK.COB,Missing variable referrence,  |           CALL  WS-EPSBPRF-DBAM USING    GU                                 
HIQPVBK.COB,Missing variable referrence,  |           CALL  WS-EPSSBAL-DBAM USING    GN                                 
HIQPVBK.COB,Missing variable referrence,  |           CALL  WS-EPSBALT-DBAM USING    GN                                 
HIQPVPDS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVPDS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVPDS.COB,Missing variable referrence,  |           CALL     WS-EPSSPPR-DBAM USING DLI-FUNC-I                         
HIQPVPDS.COB,Missing variable referrence,  |        CALL     WS-EPSPPRF-DBAM USING DLI-FUNC-I                            
HIQPVPDS.COB,Missing variable referrence,  |           CALL    WS-EPSSPBTL-DBAM USING  DLI-FUNC-I                        
HIQPVPDS.COB,Missing variable referrence,  |        CALL    WS-EPSPBTAL-DBAM USING DLI-FUNC-I                            
HIQPVPDS.COB,Missing variable referrence,  |           CALL    WS-EPSSPBTL-DBAM USING  DLI-FUNC-I                        
HIQPVPDS.COB,Missing variable referrence,  |        CALL    WS-EPSPBTAL-DBAM USING DLI-FUNC-I                            
HIQPVPDS.COB,Missing variable referrence,  |           CALL  WS-EPSSBPR-DBAM USING    DLI-FUNC-I                         
HIQPVPDS.COB,Missing variable referrence,           CALL  WS-EPSBPRF-DBAM USING    DLI-FUNC-I                            
HIQPVPDS.COB,Missing variable referrence,  |            CALL  WS-EPSSBAD-DBAM USING    DLI-FUNC-I                        
HIQPVPDS.COB,Missing variable referrence,US2404     CALL  WS-EPSBADD-DBAM USING    DLI-FUNC-I                            
HIQPVHBS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHBS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHSIT-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHSP-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHSPD-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHTX-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHTAX-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHAD-DBAM USING  GNP                                   
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHADR-DBAM USING  GNP                                   
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHRL-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHROL-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHSH-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHSHR-DBAM USING  DLI-FUNC-II                           
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSBPR-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSBPRF-DBAM USING  DLI-FUNC-I                            
HIQPVHBS.COB,Missing variable referrence,  |            CALL WS-EPSSPBHM-DBAM USING   FUNC-CODE                          
HIQPVHBS.COB,Missing variable referrence,US2404         CALL WS-EPSPBHMO-DBAM USING   FUNC-CODE                          
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSHLC-DBAM USING  GU                                    
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSHLIC-DBAM USING  GU                                    
HIQPVHBS.COB,Missing variable referrence,  |           CALL WS-EPSSPPR-DBAM USING  GU                                    
HIQPVHBS.COB,Missing variable referrence,US2404        CALL WS-EPSPPRF-DBAM USING  GU                                    
HIQPVHWS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHWS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHWS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING     GU                                 
HIQPVHWS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU                                 
HIQEFTQ,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQEFTQ,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQEFTQ.COB,Missing variable referrence,  |           CALL WS-EPSSBPR-DBAM USING     FUNC                               
HIQEFTQ.COB,Missing variable referrence,  |               CALL WS-EPSSBPR-DBAM USING     FUNC                           
HIQEFTQ.COB,Missing variable referrence,  |               CALL WS-EPSSBPR-DBAM USING     FUNC                           
HIQEFTQ.COB,Missing variable referrence,  |                    CALL WS-EPSSBIIN-DBAM USING   FUNC                       
HIQTAXXS,Missing copybook,           COPY EPSPARMD.                                                       
HIQTAXXS,Missing copybook,           COPY EPSPARMS.                                                       
HIQTAXXS.COB,Missing variable referrence,CR31          CALL WS-EPSSBPR-DBAM USING     GU                                 
HIQTAXXS.COB,Missing variable referrence,              CALL WS-EPSBPRF-DBAM USING     GU                                 
HIQTAXXS.COB,Missing variable referrence,CR31          CALL WS-EPSSBAL-DBAM USING     GNP                                
HIQTAXXS.COB,Missing variable referrence,              CALL WS-EPSBALT-DBAM USING     GNP                                
HIQPVHVS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHVS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHVS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING     GU                                 
HIQPVHVS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING     GU                                 
HIQPVHVS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING     GNP                                
HIQPVHVS.COB,Missing variable referrence,  |           CALL WS-EPSHALT-DBAM USING     GNP                                
HIQPVHCS,Missing copybook,US2404     COPY EPSPARMD.                                                       
HIQPVHCS,Missing copybook,US2519     COPY EPSPARMS.                                                       
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSSHST-DBAM USING  GU                                    
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSHSIT-DBAM USING  GU                                    
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSSHAL-DBAM USING  GN                                    
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSHALT-DBAM USING  GN                                    
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSSHTX-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSHTAX-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSSHAD-DBAM USING  DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSHADR-DBAM USING  DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSSHST-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSHSIT-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSSHTX-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL  WS-EPSHTAX-DBAM USING DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSSHAD-DBAM USING  DLI-FUNC                              
HIQPVHCS.COB,Missing variable referrence,  |           CALL WS-EPSHADR-DBAM USING  DLI-FUNC                              
