Program,Exception Type,Code
IMMIMBAS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMIMBAS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMIMBAS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMIMBAS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMEGUP.COB,Missing variable referrence,           CALL  IMMBNTVS-PGM-NAME USING IMMBNTDB-PCB                           
IMMEGUP.COB,Missing variable referrence,           CALL  IMMBNTUS-PGM-NAME USING IMMBNTDB-PCB                           
IMMEGUP.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMEPYI.COB,Missing variable referrence,           CALL IMBGPIOS-PGM-NAME USING   IMBGPIOS-IO-AREA                      
IMMENRUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME    USING IMBXCIOS-IO-AREA                     
IMMENRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMENRUS.COB,Missing variable referrence,SK3500     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMENRUS.COB,Missing variable referrence,"  ""        CALL IMBTOFIO-PGM-NAME USING IMBTOFIO-IO-AREA                        "
IMMENRUS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMENRUS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEGUPU.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMEMBMS,Missing copybook,AV3776     COPY EPSAPICD.                                                       
IMMEMBMS,Missing copybook,AV3776     COPY EPSAPICC.                                                       
IMMEMBMS,Missing copybook,AV3776     COPY EPSPACOD.                                                       
IMMEMBMS,Missing copybook,AV3776     COPY EPSPACOC.                                                       
IMMEMBMS,Missing copybook,AV3776     COPY EPSAPICP.                                                       
IMMEMBMS,Missing copybook,AV3776     COPY EPSPACOP.                                                       
IMMEMBMS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME    USING IMMMNIOS-IO-AREA                     
IMMEMBMS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMEMBMS.COB,Missing variable referrence,RR3498     CALL IMBTOFIO-PGM-NAME     USING IMBTOFIO-IO-AREA                    
IMMEMBMS.COB,Missing variable referrence,RR3498     CALL IMBTOFIO-PGM-NAME  USING IMBTOFIO-IO-AREA                       
IMMIMBH.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMIMBH.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMIMBH.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMDBCK.COB,Missing variable referrence,"         CALL  ASMTDLI,(GU,(11),IOAREA),VL                                      "
IMMDBCK.COB,Missing variable referrence,"         CALL  ASMTDLI,(INIT,(11),STATGRP),VL                                   "
IMMDBCK.COB,Missing variable referrence,"         CALL  ASMTDLI,(GHN,(8),IOAREA),VL                                      "
IMMDBCK.COB,Missing variable referrence,"         CALL  ASMTDLI,(REPL,(8),IOAREA),VL                                     "
IMMDBCK.COB,Missing variable referrence,"CALLIMS  CALL  ASMTDLI,(ISRT,(11),OUTAREA,MODNAME),VL                           "
IMM0524.COB,Missing variable referrence,            CALL IMMBEWSS-PGM-NAME                                              
IMMMBXM.COB,Missing variable referrence,VM8681     CALL WS-IMMDB2DT      USING  MM-CONT-PAID-TO-DT-X                    
IMM0083.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMM0083.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMM0901.COB,Missing variable referrence,           CALL WS-PGM              USING WS-PARM(WS-INDX)                      
IMMEGCXS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMEMBH.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMEMBH.COB,Missing variable referrence,           CALL WS-IMMGNIOU-PGM     USING IMMGNIOD-IO-LIST                      
IMMEMBH.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMM0900.COB,Missing variable referrence,           CALL WS-PGM                   USING WS-PARM(WS-INDX)                 
IMM0082.COB,Missing variable referrence,           CALL IMBPYIOS-PGM-NAME USING   IMBPYIOS-IO-AREA                      
IMMHCKA.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMPXF1.COB,Missing variable referrence,           CALL IMBDTIOS-PGM-NAME    USING    IMBDTIOS-PARM-LIST                
IMMPXF1.COB,Missing variable referrence,           CALL IMBDTIFS-PGM-NAME    USING    IMBDTIFS-PARM-LIST                
IMM0280.COB,Missing variable referrence,RR3617     CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                        
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING   IMBXEIOS-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,AV3739     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRXS.COB,Missing variable referrence,AV3739     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRXS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME   USING    IMBACOS-IO-AREA                     
IMMMBRXS.COB,Missing variable referrence,CT4231     CALL WS-IMMDB2DT     USING          WS-CNXL-CONT-DT-NN               
IMMMBRXS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME  USING     IMBACOS-IO-AREA                     
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME       USING IMBXEIOS-IO-AREA                  
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRXS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMMBRXS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME       USING IMBXCIOS-IO-AREA                  
IMMMBRXS.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMPPRFS.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMM290A.COB,Missing variable referrence,            CALL IMMBEWSS-PGM-NAME                                              
IMMRNWLS.COB,Missing variable referrence,PP8516     CALL IMBJOBN USING IMBJOBN-PARMLIST                                  
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMRNWLS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME                                            
IMMRNWLS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMRNWLS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMEMBAS.COB,Missing variable referrence," ""         CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      "
IMMEMBAS.COB,Missing variable referrence," ""         CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      "
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING   IMBXEIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMBEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME USING IMBXCIOS-IO-AREA                        
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMBEFCS.COB,Missing variable referrence,           CALL IMBTOFIO-PGM-NAME       USING IMBTOFIO-IO-AREA                  
IMMBEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMBEFCS.COB,Missing variable referrence,               CALL IMBACOS-PGM-NAME USING IMBACOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,                   CALL IMBACOS-PGM-NAME USING IMBACOS-IO-AREA                  
IMMBEFCS.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,  |        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMBEFCS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME      USING IMBXPIOS-IO-AREA                   
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME USING                                         
IMMBEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,CT4231        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                    
IMMCNTR.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR.COB,Missing variable referrence,           CALL IMMCNV9S-PGM-NAME  USING   IMMCNV9S-PARM-LIST                   
IMMCNTR.COB,Missing variable referrence,NT3776     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR.COB,Missing variable referrence,NT3776     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR.COB,Missing variable referrence,CT8662     CALL IMMMNIOS-PGM-NAME             USING IMMMNIOS-IO-AREA            
IMMCNTR.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,CT8662     CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCNTR.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME       USING IMBXCIOS-IO-AREA                  
IMMCNTR.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME       USING IMBXEIOS-IO-AREA                  
IMMCNTR.COB,Missing variable referrence,              CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                   
IMMCNTR.COB,Missing variable referrence,           CALL WS-IMMPPRFD         USING IMMPPRFD-IO-AREA                      
IMMPXF3.COB,Missing variable referrence," ""              CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                           "
IMMPXF3.COB,Missing variable referrence,           CALL IMBDTIFS-PGM-NAME    USING    IMBDTIFS-PARM-LIST                
IMMGPXF.COB,Missing variable referrence," ""              CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                           "
IMMGPXF.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  "
IMMGPXF.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  "
IMMGPXF.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMMGPXF.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  "
IMMGPXF.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMGPXF.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMM0081.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMPXF2.COB,Missing variable referrence,"  ""               CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                         "
IMMPXF2.COB,Missing variable referrence,           CALL IMBDTIFS-PGM-NAME    USING    IMBDTIFS-PARM-LIST                
IMMPXF2.COB,Missing variable referrence,            CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                      
IMMPXF2.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPXF2.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMM0650.COB,Missing variable referrence,SK3366           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                  
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME USING   IMBXCIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING   IMBXEIOS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBIRVCS-PGM-NAME   USING IMBIRVCS-IO-AREA                      
IMMMBRUS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRUS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRUS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRUS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRUS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMMMBRUS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMANVUN.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME                                            
IMMANVUN.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCEFC2.COB,Missing variable referrence," ""                    CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                     "
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMCEFCS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME         USING IMBXCIOS-IO-AREA                
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,              CALL IMBACOS-PGM-NAME      USING IMBACOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,                 CALL IMBACOS-PGM-NAME   USING IMBACOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCEFCS.COB,Missing variable referrence,           CALL IMBTOFIO-PGM-NAME        USING IMBTOFIO-IO-AREA                 
IMMCEFCS.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME       USING IMBXPIOS-IO-AREA                  
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME      USING IMBXPIOS-IO-AREA                   
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME         USING IMBXPIOS-IO-AREA                
IMMCEFCS.COB,Missing variable referrence,           CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMEMBUS.COB,Missing variable referrence,PD3498     CALL IMBTOFIO-PGM-NAME     USING IMBTOFIO-IO-AREA                    
IMMEMBUS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBUS.COB,Missing variable referrence,MJ3500     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBUS.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME    USING IMBXCIOS-IO-AREA                     
IMMEMBUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMENRMS,Missing copybook,GR3776     COPY EPSAPICD.                                                       
IMMENRMS,Missing copybook,GR3776     COPY EPSAPICC.                                                       
IMMENRMS,Missing copybook,GR3776     COPY EPSPACOD.                                                       
IMMENRMS,Missing copybook,GR3776     COPY EPSPACOC.                                                       
IMMENRMS,Missing copybook,GR3776     COPY EPSAPICP.                                                       
IMMENRMS,Missing copybook,GR3776     COPY EPSPACOP.                                                       
IMMENRMS.COB,Missing variable referrence,SK3498     CALL IMBTOFIO-PGM-NAME       USING IMBTOFIO-IO-AREA                  
IMMENRMS.COB,Missing variable referrence,SK3498     CALL IMBTOFIO-PGM-NAME   USING IMBTOFIO-IO-AREA                      
IMMENRMS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME    USING IMMMNIOS-IO-AREA                     
IMMENRMS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMENRMS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMM0456.COB,Missing variable referrence,           CALL WS-IMM2CYMD-PRG     USING MM-CURR-CONT-BEG-DT                   
IMM0456.COB,Missing variable referrence,                    CALL WS-IMM2CYMD-PRG USING                                  
IMM0456.COB,Missing variable referrence,           CALL IMMANVIO-PGM-NAME   USING IMMANVIO-IO-AREA                      
IMM0456.COB,Missing variable referrence,           CALL IMMDATES-PGM-NAME   USING IMMDATES-PARM                         
IMM0456.COB,Missing variable referrence,           CALL WS-IMMDT2DB         USING WS-DT-CCYY-MM-DD                      
IMM0456.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMM0456.COB,Missing variable referrence,           CALL WS-IYM9000A USING PS-PARM-LIST                                  
IMM0522.COB,Missing variable referrence,            CALL IMMBEWSS-PGM-NAME                                              
IMMPXF6.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMPXF6.COB,Missing variable referrence,           CALL  IMBBRIOS-PGM-NAME   USING   IMBBRIOS-PARM-LIST                 
IMMPXF6.COB,Missing variable referrence,SN3493     CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMMPXF6.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  "
IMMPXF6.COB,Missing variable referrence,SN3493     CALL IMBACOS-PGM-NAME         USING IMBACOS-IO-AREA                  
IMM0047.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMM0047.COB,Missing variable referrence,            CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                     
IMM0047.COB,Missing variable referrence,                     CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA            
IMMSBRIM.COB,Missing variable referrence,           CALL  IMMPCPS-PGM-NAME  USING IMMPCPS-PARM-LIST                      
IMMSBRIM.COB,Missing variable referrence,              CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                    
IMMSBRIM.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMSBRIM.COB,Missing variable referrence,           CALL HDBPCPAS-PGM-NAME   USING HDBPCPAS-MEMBER-PARM-LIST             
IMM0084.COB,Missing variable referrence,           CALL IMBPYIOS-PGM-NAME   USING IMBPYIOS-IO-AREA                      
IMMXGHES.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMM0457.COB,Missing variable referrence,           CALL WS-IMM2CYMD-PRG     USING MM-CURR-CONT-BEG-DT                   
IMM0457.COB,Missing variable referrence,                    CALL WS-IMM2CYMD-PRG USING                                  
IMM0457.COB,Missing variable referrence,CT1221         CALL IMBXPIOS-PGM-NAME                                           
IMM0457.COB,Missing variable referrence,           CALL IMMANVIO-PGM-NAME   USING IMMANVIO-IO-AREA                      
IMM0457.COB,Missing variable referrence,           CALL IMMANVIO-PGM-NAME   USING IMMANVIO-IO-AREA                      
IMM0457.COB,Missing variable referrence,           CALL WS-IMMDT2DB         USING WS-DT-CCYY-MM-DD                      
IMM0457.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMM3610.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME    USING IMMMNIOS-IO-AREA                     
IMM0682.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                        
IMMPXF2S.COB,Missing variable referrence,"  ""             CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                           "
IMMCXEFS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMCXEFS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCXEFS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCXEFS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCXEFS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCXEFS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME USING IMBXCIOS-IO-AREA                        
IMMCXEFS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCXEFS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCXEFS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMMCEFC1.COB,Missing variable referrence," ""                    CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                     "
IMMENRU.COB,Missing variable referrence,"  ""        CALL IMBTOFIO-PGM-NAME USING IMBTOFIO-IO-AREA                        "
IMMENRU.COB,Missing variable referrence,RR3500     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMENRU.COB,Missing variable referrence,  |        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMENRU.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
